freq	mag(S(1,1))
7.07000000000000028E5	9.83145477699293657E-1
7.08499999999999908E5	9.83194077901109864E-1
7.09999999999999964E5	9.83959304944500524E-1
7.11500000000000021E5	9.84724531987891183E-1
7.12999999999999989E5	9.85228730575176748E-1
7.14500000000000046E5	9.84990002018163580E-1
7.15999999999999925E5	9.84751273461150234E-1
7.17499999999999982E5	9.84512544904137243E-1
7.19000000000000039E5	9.84567187689202683E-1
7.20500000000000007E5	9.84635119071644738E-1
7.22000000000000064E5	9.84703050454086792E-1
7.23499999999999943E5	9.85171051261352027E-1
7.25000000000000000E5	9.85851333804238195E-1
7.26500000000000057E5	9.86531616347124007E-1
7.27999999999999936E5	9.86959559838546596E-1
7.29499999999999993E5	9.86918873662966867E-1
7.30999999999999961E5	9.86878187487386782E-1
7.32500000000000018E5	9.86861712411705128E-1
7.34000000000000075E5	9.87339835519676967E-1
7.35499999999999954E5	9.87817958627648807E-1
7.37000000000000011E5	9.88296081735620646E-1
7.38499999999999979E5	9.88569836932391510E-1
7.40000000000000036E5	9.88773025630676017E-1
7.41500000000000092E5	9.88976214328960523E-1
7.42999999999999972E5	9.89215912815337894E-1
7.44500000000000028E5	9.89502078304742483E-1
7.45999999999999908E5	9.89788243794147427E-1
7.47499999999999964E5	9.90098032896064595E-1
7.49000000000000021E5	9.90557054086781008E-1
7.50499999999999989E5	9.91016075277497599E-1
7.52000000000000046E5	9.91475096468213835E-1
7.53499999999999925E5	9.91648875479313752E-1
7.54999999999999982E5	9.91765606054490334E-1
7.56500000000000039E5	9.91882336629666739E-1
7.58000000000000007E5	9.91750892431886655E-1
7.59500000000000064E5	9.91399368718466079E-1
7.60999999999999943E5	9.91047845005045325E-1
7.62500000000000000E5	9.90753356205852675E-1
7.64000000000000057E5	9.90653457114026459E-1
7.65499999999999936E5	9.90553558022199532E-1
7.66999999999999993E5	9.90453658930373493E-1
7.68499999999999961E5	9.90555737840564809E-1
7.70000000000000018E5	9.90674587487386482E-1
7.71500000000000075E5	9.90793437134207799E-1
7.72999999999999954E5	9.90852357618566870E-1
7.74500000000000011E5	9.90874547325933364E-1
7.75999999999999979E5	9.90896737033299679E-1
7.77500000000000036E5	9.90932021594349166E-1
7.79000000000000092E5	9.90995563471241248E-1
7.80499999999999972E5	9.91059105348132974E-1
7.82000000000000028E5	9.91126177396568764E-1
7.83499999999999908E5	9.91454482139253557E-1
7.84999999999999964E5	9.91782786881937639E-1
7.86500000000000021E5	9.92111091624621544E-1
7.87999999999999989E5	9.92455086579212775E-1
7.89500000000000046E5	9.92805490211906871E-1
7.90999999999999925E5	9.93155893844601323E-1
7.92499999999999982E5	9.93356265792129633E-1
7.94000000000000039E5	9.93337739051463053E-1
7.95500000000000007E5	9.93319212310797006E-1
7.97000000000000064E5	9.93282220080726219E-1
7.98499999999999943E5	9.93084995055499675E-1
8.00000000000000000E5	9.92887770030272598E-1


freq	mag(S(3,3))
5.00000000000000000E5	9.52993702185647962E-1
5.01499999999999968E5	9.52518876622525923E-1
5.02999999999999936E5	9.52031757491907271E-1
5.04499999999999993E5	9.51531910129740588E-1
5.06000000000000050E5	9.51856858085493407E-1
5.07500000000000018E5	9.52207845265928121E-1
5.08999999999999986E5	9.52586814276818572E-1
5.10499999999999954E5	9.51360432105410503E-1
5.12000000000000011E5	9.49357778832444055E-1
5.13499999999999979E5	9.47270076952480089E-1
5.15000000000000036E5	9.45339838854535941E-1
5.16500000000000004E5	9.43732276813954662E-1
5.17999999999999972E5	9.42079915636126763E-1
5.19500000000000028E5	9.40355406833208640E-1
5.20999999999999996E5	9.38316480242939832E-1
5.22499999999999964E5	9.36217873108143728E-1
5.24000000000000021E5	9.34057520535034058E-1
5.25499999999999989E5	9.32626894091308678E-1
5.27000000000000046E5	9.31366428985655403E-1
5.28500000000000014E5	9.30061398134395212E-1
5.29999999999999982E5	9.28284137423669797E-1
5.31499999999999950E5	9.25978534130583242E-1
5.33000000000000007E5	9.23587445766333381E-1
5.34500000000000064E5	9.21209349356538709E-1
5.36000000000000032E5	9.19215700397323410E-1
5.37500000000000000E5	9.17144149459129210E-1
5.38999999999999968E5	9.14990748944635079E-1
5.40499999999999936E5	9.12398548691313493E-1
5.41999999999999993E5	9.09682118341900292E-1
5.43500000000000050E5	9.06889731949098277E-1
5.45000000000000018E5	9.03466776934138416E-1
5.46499999999999986E5	8.99514145083576722E-1
5.47999999999999954E5	8.95428202407074814E-1
5.49500000000000011E5	8.91003338810794077E-1
5.50999999999999979E5	8.85853511357573709E-1
5.52500000000000036E5	8.80491471608218745E-1
5.54000000000000004E5	8.74908049293199497E-1
5.55499999999999972E5	8.70574739001479792E-1
5.57000000000000028E5	8.66133238661483773E-1
5.58499999999999996E5	8.61527279469981444E-1
5.59999999999999964E5	8.56231558841907869E-1
5.61500000000000021E5	8.50346266780603166E-1
5.62999999999999989E5	8.44078025088157702E-1
5.64500000000000046E5	8.39331319610995763E-1
5.66000000000000014E5	8.37872440573410771E-1
5.67499999999999982E5	8.36391210125863438E-1
5.68999999999999950E5	8.34692687182812953E-1
5.70500000000000007E5	8.29649171521384687E-1
5.72000000000000064E5	8.24450554048799589E-1
5.73500000000000032E5	8.19092032616704202E-1
5.75000000000000000E5	8.13719308398691510E-1
5.76499999999999968E5	8.08108167261618249E-1
5.77999999999999936E5	8.02171750351100954E-1
5.79499999999999993E5	7.94238560387322412E-1
5.81000000000000050E5	7.83826462989469253E-1
5.82500000000000018E5	7.72890504437808090E-1
5.83999999999999986E5	7.60079155026874975E-1
5.85499999999999954E5	7.38878698629355846E-1
5.87000000000000011E5	7.16967772043571205E-1
5.88499999999999979E5	6.94402174530208072E-1
5.90000000000000036E5	6.79490154520818024E-1
5.91500000000000004E5	6.65608452177161958E-1
5.92999999999999972E5	6.51224888493696508E-1
5.94500000000000028E5	6.36557971940491996E-1
5.95999999999999996E5	6.21513004642430111E-1
5.97499999999999964E5	6.05871533506726756E-1
5.99000000000000021E5	5.89109029857488053E-1
6.00499999999999989E5	5.70241884603753046E-1
6.02000000000000046E5	5.51061414142474604E-1
6.03500000000000014E5	5.31614496025353400E-1
6.04999999999999982E5	5.13137671219441316E-1
6.06499999999999950E5	4.93977866406779054E-1
6.08000000000000007E5	4.74015916313704899E-1
6.09500000000000064E5	4.52431336825268993E-1
6.11000000000000032E5	4.30422264907898366E-1
6.12500000000000000E5	4.08776426960418249E-1
6.13999999999999968E5	3.88893042240979714E-1
6.15499999999999936E5	3.72620395647633007E-1
6.16999999999999993E5	3.57689723641415824E-1
6.18500000000000050E5	3.44394949046367849E-1
6.20000000000000018E5	3.39026441702715386E-1
6.21499999999999986E5	3.33582242474760449E-1
6.22999999999999954E5	3.28062161911830019E-1
6.24500000000000011E5	3.26876603170680458E-1
6.25999999999999979E5	3.28054480028817919E-1
6.27500000000000036E5	3.29941791551285446E-1
6.29000000000000004E5	3.21491871834942033E-1
6.30499999999999972E5	2.97994429815091655E-1
6.32000000000000028E5	2.74983319311683561E-1
6.33499999999999996E5	2.54889088594164104E-1
6.34999999999999964E5	2.51005753313164215E-1
6.36500000000000021E5	2.47149914927650105E-1
6.37999999999999989E5	2.43323988694736126E-1
6.39500000000000046E5	2.35542711859439979E-1
6.40999999999999925E5	2.27855975541386657E-1
6.42499999999999982E5	2.21422452744470188E-1
6.44000000000000039E5	2.10319107725041032E-1
6.45500000000000007E5	1.93254236450895989E-1
6.47000000000000064E5	1.75631130185012596E-1
6.48499999999999943E5	1.57859208458463174E-1
6.50000000000000000E5	1.45049762058493981E-1
6.51500000000000057E5	1.39870719993113601E-1
6.52999999999999936E5	1.43483861320507433E-1
6.54499999999999993E5	1.61303183524130289E-1
6.55999999999999961E5	1.82612839191913778E-1
6.57500000000000018E5	2.05407980779855182E-1
6.59000000000000075E5	2.23697423036190779E-1
6.60499999999999954E5	2.38641480007223494E-1
6.62000000000000011E5	2.53638852637496415E-1
6.63499999999999979E5	2.67871688615597670E-1
6.65000000000000036E5	2.80334254390693172E-1
6.66500000000000092E5	2.92836106164750998E-1
6.67999999999999972E5	3.05340601796834932E-1
6.69500000000000028E5	3.20718265465538055E-1
6.70999999999999908E5	3.36749714350555296E-1
6.72499999999999964E5	3.53277578528848935E-1
6.74000000000000021E5	3.63083607498310812E-1
6.75499999999999989E5	3.69624716034240919E-1
6.77000000000000046E5	3.76075013114975842E-1
6.78499999999999925E5	3.87668401186410660E-1
6.79999999999999982E5	4.07750256242603015E-1
6.81500000000000039E5	4.27867581687328435E-1
6.83000000000000007E5	4.47124510105230932E-1
6.84500000000000064E5	4.57391470098857944E-1
6.85999999999999943E5	4.67752646441948450E-1
6.87500000000000000E5	4.78190664689966205E-1
6.89000000000000057E5	4.93384483966047682E-1
6.90499999999999936E5	5.09508703876139002E-1
6.91999999999999993E5	5.25150621499896708E-1
6.93499999999999961E5	5.42309794270039092E-1
6.95000000000000018E5	5.61344359866459275E-1
6.96500000000000075E5	5.80025101408337918E-1
6.97999999999999954E5	5.96416570812590940E-1
6.99500000000000011E5	6.03366956975334823E-1
7.00999999999999979E5	6.10197343077787124E-1
7.02500000000000036E5	6.16908765785635360E-1
7.04000000000000092E5	6.23770656207800922E-1
7.05499999999999972E5	6.30812167077153596E-1
7.07000000000000028E5	6.37934741637480585E-1
7.08499999999999908E5	6.45979287160291182E-1
7.09999999999999964E5	6.55194172138496711E-1
7.11500000000000021E5	6.65011179627436722E-1
7.12999999999999989E5	6.73880668503223834E-1
7.14500000000000046E5	6.78509476703692638E-1
7.15999999999999925E5	6.83038955752518540E-1
7.17499999999999982E5	6.87471355255572991E-1
7.19000000000000039E5	6.95656469434170255E-1
7.20500000000000007E5	7.03797478376274466E-1
7.22000000000000064E5	7.11720662403208948E-1
7.23499999999999943E5	7.21186720163573547E-1
7.25000000000000000E5	7.31769984477774038E-1
7.26500000000000057E5	7.42599249860317556E-1
7.27999999999999936E5	7.53423802559559697E-1
7.29499999999999993E5	7.63517385764948919E-1
7.30999999999999961E5	7.73072755850520643E-1
7.32500000000000018E5	7.82101585546847833E-1
7.34000000000000075E5	7.90472723544035727E-1
7.35499999999999954E5	7.98807056320144149E-1
7.37000000000000011E5	8.07093696414551331E-1
7.38499999999999979E5	8.16549587732686710E-1
7.40000000000000036E5	8.25974778483799632E-1
7.41500000000000092E5	8.34909282491247851E-1
7.42999999999999972E5	8.42781431096310918E-1
7.44500000000000028E5	8.49606093399440532E-1
7.45999999999999908E5	8.56207858709133163E-1
7.47499999999999964E5	8.63034942436469876E-1
7.49000000000000021E5	8.72309267832021540E-1
7.50499999999999989E5	8.81126758785541320E-1
7.52000000000000046E5	8.89501192987910017E-1
7.53499999999999925E5	8.94400904801143604E-1
7.54999999999999982E5	8.98488672508453767E-1
7.56500000000000039E5	9.02401878691696346E-1
7.58000000000000007E5	9.04293140903568116E-1
7.59500000000000064E5	9.04542011914795374E-1
7.60999999999999943E5	9.04840218038609656E-1
7.62500000000000000E5	9.05344427769242621E-1
7.64000000000000057E5	9.06404033278513666E-1
7.65499999999999936E5	9.07443714871574336E-1
7.66999999999999993E5	9.08463986777962873E-1
7.68499999999999961E5	9.12159734091529906E-1
7.70000000000000018E5	9.15889651365392155E-1
7.71500000000000075E5	9.19434170600571754E-1
7.72999999999999954E5	9.22048444359056596E-1
7.74500000000000011E5	9.24106720785372637E-1
7.75999999999999979E5	9.26092918297582202E-1
7.77500000000000036E5	9.28111712796195931E-1
7.79000000000000092E5	9.30272257226476995E-1
7.80499999999999972E5	9.32352893665766125E-1
7.82000000000000028E5	9.34372558203363823E-1
7.83499999999999908E5	9.37445128665532756E-1
7.84999999999999964E5	9.40416755965214257E-1
7.86500000000000021E5	9.43290269188163322E-1
7.87999999999999989E5	9.46335062740844535E-1
7.89500000000000046E5	9.49363313371834394E-1
7.90999999999999925E5	9.52265467542087585E-1
7.92499999999999982E5	9.54343646465821749E-1
7.94000000000000039E5	9.55337717155176414E-1
7.95500000000000007E5	9.56299597650353306E-1
7.97000000000000064E5	9.57162675456486056E-1
7.98499999999999943E5	9.57425051763907931E-1
8.00000000000000000E5	9.57691624094097271E-1


